gene_id	gate_type	complexity_score
ENSG00000143155	SIMPLE_AND	1
ENSG00000260322	NULL	-1
ENSG00000223495	INCONSISTENT	1
ENSG00000143156	SIMPLE_AND	1
ENSG00000198771	SIMPLE_AND	1
ENSG00000225462	NULL	-1
ENSG00000237756	NULL	-1
ENSG00000116147	NULL	-1
ENSG00000213064	SIMPLE_AND	1
ENSG00000203307	NULL	-1
ENSG00000143179	SIMPLE_AND	1
ENSG00000271187	NULL	-1
ENSG00000274562	NULL	-1
ENSG00000143315	INCONSISTENT	2
ENSG00000231175	NULL	-1
ENSG00000143185	REPRESSED	1
ENSG00000272931	INCONSISTENT	2
ENSG00000143190	SIMPLE_AND	1
ENSG00000225475	NULL	-1
ENSG00000230898	BIVALENT	4
ENSG00000232223	REPRESSED	1
ENSG00000224698	NULL	-1
ENSG00000075945	NULL	-1
ENSG00000235303	NULL	-1
ENSG00000234810	REPRESSED	1
ENSG00000224468	NULL	-1
ENSG00000235628	NULL	-1
ENSG00000232551	NULL	-1
ENSG00000092607	COMPLEX	3
ENSG00000238270	NULL	-1
ENSG00000285894	INCONSISTENT	1
ENSG00000236025	NULL	-1
ENSG00000230687	NULL	-1
ENSG00000230704	NULL	-1
ENSG00000283255	NULL	-1
ENSG00000227741	NULL	-1
ENSG00000237049	REPRESSED	1
ENSG00000232751	NULL	-1
ENSG00000236364	NULL	-1
ENSG00000117091	NULL	-1
ENSG00000235378	NULL	-1
ENSG00000143171	REPRESSED	1
ENSG00000275767	NULL	-1
ENSG00000224718	REPRESSED	1
ENSG00000047410	SIMPLE_AND	1
ENSG00000231992	INCONSISTENT	2
ENSG00000018625	REPRESSED	1
ENSG00000171806	INCONSISTENT	2
ENSG00000233882	NULL	-1
ENSG00000198358	REPRESSED	1
ENSG00000134216	NULL	-1
ENSG00000230748	NULL	-1
ENSG00000254154	INCONSISTENT	1
ENSG00000162694	SIMPLE_AND	1
ENSG00000238108	NULL	-1
ENSG00000214262	NULL	-1
ENSG00000215835	NULL	-1
ENSG00000118197	SIMPLE_AND	1
ENSG00000135842	INCONSISTENT	2
ENSG00000229258	INCONSISTENT	2
ENSG00000241318	NULL	-1
ENSG00000228238	NULL	-1
ENSG00000232393	INCONSISTENT	2
ENSG00000184155	NULL	-1
ENSG00000058085	REPRESSED	1
ENSG00000260088	INCONSISTENT	2
ENSG00000116815	SIMPLE_AND	1
ENSG00000232917	NULL	-1
ENSG00000233057	NULL	-1
ENSG00000237131	NULL	-1
ENSG00000233946	REPRESSED	1
ENSG00000143167	NULL	-1
ENSG00000143184	NULL	-1
ENSG00000260976	NULL	-1
ENSG00000235215	NULL	-1
ENSG00000224691	NULL	-1
ENSG00000235101	NULL	-1
ENSG00000228215	INCONSISTENT	2
ENSG00000177807	INCONSISTENT	1
ENSG00000233626	NULL	-1
ENSG00000233691	NULL	-1
ENSG00000283518	REPRESSED	1
ENSG00000271527	REPRESSED	1
ENSG00000143228	NULL	-1
ENSG00000235827	NULL	-1
ENSG00000231615	NULL	-1
ENSG00000231714	NULL	-1
ENSG00000174514	REPRESSED	1
ENSG00000143178	NULL	-1
ENSG00000224837	NULL	-1
ENSG00000116833	REPRESSED	1
ENSG00000227740	NULL	-1
ENSG00000260990	REPRESSED	1
ENSG00000000457	INCONSISTENT	2
ENSG00000143507	INCONSISTENT	2
ENSG00000285638	NULL	-1
ENSG00000284592	NULL	-1
ENSG00000230987	NULL	-1
ENSG00000232527	NULL	-1
ENSG00000215833	NULL	-1
ENSG00000228167	NULL	-1
ENSG00000225325	NULL	-1
ENSG00000223344	INCONSISTENT	1
ENSG00000150732	NULL	-1
ENSG00000157064	REPRESSED	1
ENSG00000215808	NULL	-1
ENSG00000059588	SIMPLE_AND	1
ENSG00000237379	NULL	-1
ENSG00000232959	NULL	-1
ENSG00000122224	NULL	-1
ENSG00000162782	REPRESSED	1
ENSG00000238051	NULL	-1
ENSG00000233196	NULL	-1
ENSG00000229220	NULL	-1
ENSG00000143653	SIMPLE_AND	1
ENSG00000158711	INCONSISTENT	2
ENSG00000227747	NULL	-1
ENSG00000228081	NULL	-1
ENSG00000228020	NULL	-1
ENSG00000234975	NULL	-1
ENSG00000162851	SIMPLE_AND	1
ENSG00000271427	INCONSISTENT	2
ENSG00000143353	SIMPLE_AND	1
ENSG00000197965	SIMPLE_AND	1
ENSG00000143493	SIMPLE_AND	1
ENSG00000230777	NULL	-1
ENSG00000179397	COMPLEX	4
ENSG00000224540	NULL	-1
ENSG00000117592	SIMPLE_AND	1
ENSG00000186197	COMPLEX	3
ENSG00000229067	NULL	-1
ENSG00000230231	NULL	-1
ENSG00000227711	NULL	-1
ENSG00000261182	NULL	-1
ENSG00000228879	NULL	-1
ENSG00000227925	NULL	-1
ENSG00000162670	INCONSISTENT	1
ENSG00000225712	NULL	-1
ENSG00000162761	REPRESSED	1
ENSG00000143199	NULL	-1
ENSG00000007908	NULL	-1
ENSG00000092978	INCONSISTENT	2
ENSG00000143499	SIMPLE_AND	1
ENSG00000188404	NULL	-1
ENSG00000227735	REPRESSED	1
ENSG00000143196	REPRESSED	1
ENSG00000228504	NULL	-1
ENSG00000274702	NULL	-1
ENSG00000226211	NULL	-1
ENSG00000236942	NULL	-1
ENSG00000203697	REPRESSED	1
ENSG00000116574	NULL	-1
ENSG00000224896	NULL	-1
ENSG00000226292	NULL	-1
ENSG00000121481	SIMPLE_AND	1
ENSG00000227940	NULL	-1
ENSG00000143248	INCONSISTENT	2
ENSG00000162814	INCONSISTENT	2
ENSG00000225172	NULL	-1
ENSG00000261642	NULL	-1
ENSG00000228239	NULL	-1
ENSG00000237283	NULL	-1
ENSG00000116132	REPRESSED	1
ENSG00000238042	NULL	-1
ENSG00000271475	NULL	-1
ENSG00000231877	NULL	-1
ENSG00000116679	SIMPLE_AND	1
ENSG00000228536	NULL	-1
ENSG00000230550	REPRESSED	1
ENSG00000229242	NULL	-1
ENSG00000228470	REPRESSED	1
ENSG00000152092	NULL	-1
ENSG00000234984	NULL	-1
ENSG00000231648	NULL	-1
ENSG00000229983	NULL	-1
ENSG00000215149	NULL	-1
ENSG00000225122	NULL	-1
ENSG00000225920	NULL	-1
ENSG00000143476	SIMPLE_AND	1
ENSG00000121486	SIMPLE_AND	1
ENSG00000228437	NULL	-1
ENSG00000057252	SIMPLE_AND	1
ENSG00000285718	NULL	-1
ENSG00000234070	NULL	-1
ENSG00000233620	NULL	-1
ENSG00000237783	REPRESSED	1
ENSG00000233018	NULL	-1
ENSG00000123685	BIVALENT	4
ENSG00000224783	NULL	-1
ENSG00000162852	SIMPLE_AND	1
ENSG00000232792	NULL	-1
ENSG00000273004	INCONSISTENT	2
ENSG00000143842	BIVALENT	4
ENSG00000268062	NULL	-1
ENSG00000237409	REPRESSED	1
ENSG00000116962	NULL	-1
ENSG00000271399	NULL	-1
ENSG00000229757	NULL	-1
ENSG00000232679	NULL	-1
ENSG00000220749	NULL	-1
ENSG00000181450	SIMPLE_AND	1
ENSG00000223519	NULL	-1
ENSG00000120333	SIMPLE_AND	1
ENSG00000225300	NULL	-1
ENSG00000223842	NULL	-1
ENSG00000162753	INCONSISTENT	1
ENSG00000228247	NULL	-1
ENSG00000231424	NULL	-1
ENSG00000143355	REPRESSED	1
ENSG00000237193	NULL	-1
ENSG00000223490	NULL	-1
ENSG00000121644	SIMPLE_AND	1
ENSG00000174502	REPRESSED	1
ENSG00000224286	NULL	-1
ENSG00000158715	INCONSISTENT	2
ENSG00000143195	BIVALENT	4
ENSG00000162849	BIVALENT	4
ENSG00000232824	NULL	-1
ENSG00000273416	INCONSISTENT	2
ENSG00000234142	INCONSISTENT	2
ENSG00000282111	NULL	-1
ENSG00000233410	NULL	-1
ENSG00000067533	COMPLEX	4
ENSG00000228955	INCONSISTENT	1
ENSG00000270443	REPRESSED	1
ENSG00000116209	SIMPLE_AND	1
ENSG00000224702	NULL	-1
ENSG00000271811	REPRESSED	1
ENSG00000224278	NULL	-1
ENSG00000235492	NULL	-1
ENSG00000229840	NULL	-1
ENSG00000116161	SIMPLE_AND	1
ENSG00000226486	NULL	-1
ENSG00000227687	NULL	-1
ENSG00000231814	NULL	-1
ENSG00000225063	NULL	-1
ENSG00000260698	NULL	-1
ENSG00000277007	NULL	-1
ENSG00000229016	INCONSISTENT	1
ENSG00000152104	BIVALENT	4
ENSG00000236975	REPRESSED	1
ENSG00000117650	SIMPLE_AND	1
ENSG00000235021	INCONSISTENT	1
ENSG00000203724	INCONSISTENT	2
ENSG00000225006	NULL	-1
ENSG00000158764	NULL	-1
ENSG00000223375	NULL	-1
ENSG00000230714	NULL	-1
ENSG00000261065	NULL	-1
ENSG00000260855	NULL	-1
ENSG00000236206	INCONSISTENT	2
ENSG00000168118	INCONSISTENT	2
ENSG00000181101	REPRESSED	1
ENSG00000173726	SIMPLE_AND	1
ENSG00000282852	REPRESSED	1
ENSG00000152382	SIMPLE_AND	1
ENSG00000143839	REPRESSED	1
ENSG00000232100	NULL	-1
ENSG00000261024	INCONSISTENT	1
ENSG00000230547	NULL	-1
ENSG00000229703	INCONSISTENT	1
ENSG00000176754	REPRESSED	1
ENSG00000227953	NULL	-1
ENSG00000232215	NULL	-1
ENSG00000135829	SIMPLE_AND	1
ENSG00000228289	NULL	-1
ENSG00000134717	SIMPLE_AND	1
ENSG00000232989	NULL	-1
ENSG00000233537	REPRESSED	1
ENSG00000116668	INCONSISTENT	2
ENSG00000143756	SIMPLE_AND	1
ENSG00000278180	NULL	-1
ENSG00000232341	NULL	-1
ENSG00000236792	NULL	-1
ENSG00000143207	SIMPLE_AND	1
ENSG00000270859	NULL	-1
ENSG00000238224	REPRESSED	1
ENSG00000237492	NULL	-1
ENSG00000230404	NULL	-1
ENSG00000236230	NULL	-1
ENSG00000026751	NULL	-1
ENSG00000150681	REPRESSED	1
ENSG00000116906	SIMPLE_AND	1
ENSG00000092969	INCONSISTENT	1
ENSG00000157181	SIMPLE_AND	1
ENSG00000250762	INCONSISTENT	2
ENSG00000236720	NULL	-1
ENSG00000227421	NULL	-1
ENSG00000227240	NULL	-1
ENSG00000076258	NULL	-1
ENSG00000231084	INCONSISTENT	2
ENSG00000117697	SIMPLE_AND	1
ENSG00000235083	NULL	-1
ENSG00000162669	INCONSISTENT	2
ENSG00000132681	NULL	-1
ENSG00000225904	NULL	-1
ENSG00000270920	NULL	-1
ENSG00000281664	NULL	-1
ENSG00000143641	NULL	-1
ENSG00000227630	INCONSISTENT	2
ENSG00000228830	INCONSISTENT	2
ENSG00000010932	NULL	-1
ENSG00000282849	NULL	-1
ENSG00000276520	NULL	-1
ENSG00000226640	NULL	-1
ENSG00000010072	SIMPLE_AND	1
ENSG00000135766	SIMPLE_AND	1
ENSG00000279261	NULL	-1
ENSG00000213051	NULL	-1
ENSG00000238054	NULL	-1
ENSG00000163534	NULL	-1
ENSG00000168243	NULL	-1
ENSG00000281453	NULL	-1
ENSG00000237469	NULL	-1
ENSG00000224939	NULL	-1
ENSG00000227613	NULL	-1
ENSG00000116183	NULL	-1
ENSG00000270106	INCONSISTENT	2
ENSG00000232194	INCONSISTENT	2
ENSG00000235152	NULL	-1
ENSG00000231612	REPRESSED	1
ENSG00000237980	INCONSISTENT	1
ENSG00000271036	NULL	-1
ENSG00000230849	NULL	-1
ENSG00000170382	NULL	-1
ENSG00000226868	INCONSISTENT	1
ENSG00000279401	NULL	-1
ENSG00000272362	REPRESSED	1
ENSG00000237011	NULL	-1
ENSG00000233583	INCONSISTENT	1
ENSG00000066027	SIMPLE_AND	1
ENSG00000227006	INCONSISTENT	1
ENSG00000236372	NULL	-1
ENSG00000224525	NULL	-1
ENSG00000173728	INCONSISTENT	2
ENSG00000094975	SIMPLE_AND	1
ENSG00000225811	NULL	-1
ENSG00000273093	NULL	-1
ENSG00000162772	NULL	-1
ENSG00000227818	NULL	-1
ENSG00000135828	INCONSISTENT	2
ENSG00000076356	BIVALENT	4
ENSG00000185523	NULL	-1
ENSG00000236108	NULL	-1
ENSG00000116711	INCONSISTENT	1
ENSG00000226750	NULL	-1
ENSG00000285665	NULL	-1
ENSG00000231022	NULL	-1
ENSG00000224436	NULL	-1
ENSG00000228208	NULL	-1
ENSG00000273384	NULL	-1
ENSG00000238061	REPRESSED	1
ENSG00000234915	NULL	-1
ENSG00000143845	BIVALENT	4
ENSG00000235862	REPRESSED	1
ENSG00000227585	NULL	-1
ENSG00000157060	REPRESSED	1
ENSG00000237213	NULL	-1
ENSG00000224260	NULL	-1
ENSG00000213045	NULL	-1
ENSG00000230063	NULL	-1
ENSG00000235467	NULL	-1
ENSG00000123684	SIMPLE_AND	1
ENSG00000117707	REPRESSED	1
ENSG00000228044	REPRESSED	1
ENSG00000225338	NULL	-1
ENSG00000224407	NULL	-1
ENSG00000232463	NULL	-1
ENSG00000237457	INCONSISTENT	1
ENSG00000225171	NULL	-1
ENSG00000226843	NULL	-1
ENSG00000235386	REPRESSED	1
ENSG00000123836	SIMPLE_OR	0
ENSG00000213690	NULL	-1
ENSG00000223982	REPRESSED	1
ENSG00000229832	NULL	-1
ENSG00000117691	SIMPLE_AND	1
ENSG00000225233	REPRESSED	1
ENSG00000274895	BIVALENT	4
ENSG00000237514	NULL	-1
ENSG00000228067	REPRESSED	1
ENSG00000226375	NULL	-1
ENSG00000203705	SIMPLE_AND	1
ENSG00000224040	NULL	-1
ENSG00000228686	NULL	-1
ENSG00000279838	NULL	-1
ENSG00000174175	NULL	-1
ENSG00000236401	NULL	-1
ENSG00000241475	NULL	-1
ENSG00000215800	NULL	-1
ENSG00000270936	NULL	-1
ENSG00000008118	REPRESSED	1
ENSG00000171161	SIMPLE_AND	1
ENSG00000241505	INCONSISTENT	1
ENSG00000224535	REPRESSED	1
ENSG00000282097	NULL	-1
ENSG00000261453	NULL	-1
ENSG00000231020	NULL	-1
ENSG00000270818	NULL	-1
ENSG00000196878	INCONSISTENT	1
ENSG00000133059	INCONSISTENT	2
ENSG00000225561	NULL	-1
ENSG00000242529	NULL	-1
ENSG00000074964	BIVALENT	4
ENSG00000223847	NULL	-1
ENSG00000277704	NULL	-1
ENSG00000116918	SIMPLE_AND	1
ENSG00000259815	NULL	-1
ENSG00000240963	NULL	-1
ENSG00000226570	REPRESSED	1
ENSG00000198929	BIVALENT	4
ENSG00000272167	NULL	-1
ENSG00000230628	NULL	-1
ENSG00000162771	REPRESSED	1
ENSG00000227579	NULL	-1
ENSG00000176393	SIMPLE_AND	1
ENSG00000174606	SIMPLE_AND	1
ENSG00000179914	NULL	-1
ENSG00000235750	INCONSISTENT	2
ENSG00000121446	NULL	-1
ENSG00000226758	NULL	-1
ENSG00000236905	REPRESSED	1
ENSG00000233304	NULL	-1
ENSG00000227887	NULL	-1
ENSG00000116903	INCONSISTENT	2
ENSG00000228255	NULL	-1
ENSG00000226196	NULL	-1
ENSG00000233827	NULL	-1
ENSG00000198797	NULL	-1
ENSG00000151414	SIMPLE_AND	1
ENSG00000177614	BIVALENT	4
ENSG00000235182	NULL	-1
ENSG00000213041	NULL	-1
ENSG00000233920	NULL	-1
ENSG00000183831	INCONSISTENT	2
ENSG00000225755	NULL	-1
ENSG00000197472	INCONSISTENT	2
ENSG00000230184	NULL	-1
ENSG00000232436	NULL	-1
ENSG00000231718	NULL	-1
ENSG00000136643	SIMPLE_AND	1
ENSG00000232537	NULL	-1
ENSG00000226036	NULL	-1
ENSG00000285521	INCONSISTENT	2
ENSG00000236317	INCONSISTENT	2
ENSG00000176855	NULL	-1
ENSG00000227728	NULL	-1
ENSG00000133069	INCONSISTENT	1
ENSG00000162877	REPRESSED	1
ENSG00000233461	INCONSISTENT	2
ENSG00000225401	INCONSISTENT	1
ENSG00000228190	NULL	-1
ENSG00000135747	INCONSISTENT	2
ENSG00000227237	INCONSISTENT	2
ENSG00000069248	SIMPLE_AND	1
ENSG00000232812	NULL	-1
ENSG00000242042	NULL	-1
ENSG00000234464	NULL	-1
ENSG00000253148	NULL	-1
ENSG00000227751	NULL	-1
ENSG00000090104	NULL	-1
ENSG00000285280	NULL	-1
ENSG00000232892	NULL	-1
ENSG00000236950	NULL	-1
ENSG00000236468	NULL	-1
ENSG00000185220	INCONSISTENT	2
ENSG00000226003	NULL	-1
ENSG00000230813	NULL	-1
ENSG00000236101	NULL	-1
ENSG00000162769	SIMPLE_AND	1
ENSG00000133065	SIMPLE_AND	1
ENSG00000278684	NULL	-1
ENSG00000236775	NULL	-1
ENSG00000042781	NULL	-1
ENSG00000234754	NULL	-1
ENSG00000233084	INCONSISTENT	1
ENSG00000227815	NULL	-1
ENSG00000223774	NULL	-1
ENSG00000228863	NULL	-1
ENSG00000228646	NULL	-1
ENSG00000229112	REPRESSED	1
ENSG00000233332	NULL	-1
ENSG00000231984	NULL	-1
ENSG00000226876	INCONSISTENT	1
ENSG00000277462	INCONSISTENT	2
ENSG00000225591	NULL	-1
ENSG00000035687	COMPLEX	4
ENSG00000213080	NULL	-1
ENSG00000180287	NULL	-1
ENSG00000226693	NULL	-1
ENSG00000234678	NULL	-1
ENSG00000231272	NULL	-1
ENSG00000223828	NULL	-1
ENSG00000163431	INCONSISTENT	2
ENSG00000230124	SIMPLE_AND	1
ENSG00000226723	NULL	-1
ENSG00000272672	INCONSISTENT	1
ENSG00000228982	NULL	-1
ENSG00000235096	NULL	-1
ENSG00000007341	SIMPLE_AND	1
ENSG00000236069	NULL	-1
ENSG00000236244	NULL	-1
ENSG00000272865	NULL	-1
ENSG00000117222	SIMPLE_AND	1
ENSG00000143324	SIMPLE_AND	1
ENSG00000229871	NULL	-1
ENSG00000225222	INCONSISTENT	1
ENSG00000118193	SIMPLE_AND	1
ENSG00000231940	NULL	-1
ENSG00000198842	REPRESSED	1
ENSG00000198756	INCONSISTENT	2
ENSG00000259823	NULL	-1
ENSG00000271558	NULL	-1
ENSG00000227554	NULL	-1
ENSG00000178596	NULL	-1
ENSG00000135749	INCONSISTENT	1
ENSG00000143786	INCONSISTENT	2
ENSG00000054282	SIMPLE_AND	1
ENSG00000183780	REPRESSED	1
ENSG00000229663	NULL	-1
ENSG00000162702	SIMPLE_AND	1
ENSG00000251508	INCONSISTENT	1
ENSG00000238272	INCONSISTENT	1
ENSG00000228530	NULL	-1
ENSG00000235060	NULL	-1
ENSG00000143194	BIVALENT	4
ENSG00000229531	NULL	-1
ENSG00000271329	NULL	-1
ENSG00000054267	SIMPLE_AND	1
ENSG00000177800	REPRESSED	1
ENSG00000232166	NULL	-1
ENSG00000175137	SIMPLE_AND	1
ENSG00000134245	INCONSISTENT	1
ENSG00000227373	INCONSISTENT	2
ENSG00000228175	INCONSISTENT	2
ENSG00000069275	SIMPLE_AND	1
ENSG00000143674	INCONSISTENT	1
ENSG00000237317	NULL	-1
ENSG00000187889	NULL	-1
ENSG00000134375	SIMPLE_AND	1
ENSG00000097046	SIMPLE_AND	1
ENSG00000232113	NULL	-1
ENSG00000282718	NULL	-1
ENSG00000231378	INCONSISTENT	2
ENSG00000235605	NULL	-1
ENSG00000223525	NULL	-1
ENSG00000224857	NULL	-1
ENSG00000273367	INCONSISTENT	2
ENSG00000230604	NULL	-1
ENSG00000231605	NULL	-1
ENSG00000236358	NULL	-1
ENSG00000203737	NULL	-1
ENSG00000238003	NULL	-1
ENSG00000215873	NULL	-1
ENSG00000185420	SIMPLE_AND	1
ENSG00000076321	SIMPLE_AND	1
ENSG00000272175	NULL	-1
ENSG00000135778	SIMPLE_AND	1
ENSG00000213070	NULL	-1
ENSG00000282265	NULL	-1
ENSG00000229747	NULL	-1
ENSG00000117280	INCONSISTENT	2
ENSG00000233985	NULL	-1
ENSG00000232175	NULL	-1
ENSG00000236719	NULL	-1
ENSG00000136636	SIMPLE_AND	1
ENSG00000225486	NULL	-1
ENSG00000227043	NULL	-1
ENSG00000163874	INCONSISTENT	2
ENSG00000285777	INCONSISTENT	2
ENSG00000237249	NULL	-1
ENSG00000213068	NULL	-1
ENSG00000054392	INCONSISTENT	1
ENSG00000227994	REPRESSED	1
ENSG00000122223	REPRESSED	1
ENSG00000235869	NULL	-1
ENSG00000188739	SIMPLE_AND	1
ENSG00000135750	SIMPLE_AND	1
ENSG00000273198	NULL	-1
ENSG00000203730	NULL	-1
ENSG00000225719	NULL	-1
ENSG00000273483	REPRESSED	1
ENSG00000203729	NULL	-1
ENSG00000232809	NULL	-1
ENSG00000284623	REPRESSED	1
ENSG00000285981	NULL	-1
ENSG00000261729	NULL	-1
ENSG00000229228	REPRESSED	1
ENSG00000215796	REPRESSED	1
ENSG00000233047	NULL	-1
ENSG00000143341	INCONSISTENT	1
ENSG00000228309	NULL	-1
ENSG00000229739	NULL	-1
ENSG00000116703	NULL	-1
ENSG00000273874	NULL	-1
ENSG00000278757	NULL	-1
ENSG00000264341	NULL	-1
ENSG00000264101	NULL	-1
ENSG00000252404	REPRESSED	1
ENSG00000243267	NULL	-1
ENSG00000239149	NULL	-1
ENSG00000252151	REPRESSED	1
ENSG00000252969	INCONSISTENT	1
ENSG00000252417	NULL	-1
ENSG00000252956	REPRESSED	1
ENSG00000265606	NULL	-1
ENSG00000284357	NULL	-1
ENSG00000207237	NULL	-1
ENSG00000222784	REPRESSED	1
ENSG00000266210	INCONSISTENT	2
ENSG00000265961	NULL	-1
ENSG00000251866	SIMPLE_OR	0
ENSG00000252691	INCONSISTENT	1
ENSG00000253005	NULL	-1
ENSG00000238316	NULL	-1
ENSG00000207941	NULL	-1
ENSG00000264773	COMPLEX	3
ENSG00000252448	NULL	-1
ENSG00000200421	REPRESSED	1
ENSG00000222282	NULL	-1
ENSG00000199963	NULL	-1
ENSG00000264698	NULL	-1
ENSG00000207328	NULL	-1
ENSG00000207466	NULL	-1
ENSG00000252368	NULL	-1
ENSG00000206779	NULL	-1
ENSG00000265596	REPRESSED	1
ENSG00000212541	INCONSISTENT	2
ENSG00000200796	NULL	-1
ENSG00000252190	INCONSISTENT	1
ENSG00000264613	REPRESSED	1
ENSG00000199240	NULL	-1
ENSG00000277168	NULL	-1
ENSG00000283724	INCONSISTENT	2
ENSG00000284410	INCONSISTENT	2
ENSG00000252018	NULL	-1
ENSG00000206627	NULL	-1
ENSG00000283414	NULL	-1
ENSG00000207508	INCONSISTENT	1
ENSG00000200171	NULL	-1
ENSG00000207194	NULL	-1
ENSG00000283477	NULL	-1
ENSG00000264834	INCONSISTENT	2
ENSG00000263675	NULL	-1
ENSG00000266188	NULL	-1
ENSG00000206981	REPRESSED	1
ENSG00000200174	NULL	-1
ENSG00000265815	NULL	-1
ENSG00000238653	NULL	-1
ENSG00000212624	NULL	-1
ENSG00000200575	REPRESSED	1
ENSG00000212360	NULL	-1
ENSG00000242860	NULL	-1
ENSG00000263908	NULL	-1
ENSG00000283690	NULL	-1
ENSG00000199921	NULL	-1
ENSG00000251825	NULL	-1
ENSG00000201153	REPRESSED	1
ENSG00000222624	INCONSISTENT	1
ENSG00000223152	NULL	-1
ENSG00000212308	NULL	-1
ENSG00000279049	NULL	-1
ENSG00000276081	NULL	-1
ENSG00000239640	NULL	-1
ENSG00000252338	NULL	-1
ENSG00000251785	NULL	-1
ENSG00000239319	NULL	-1
ENSG00000222849	INCONSISTENT	2
ENSG00000283749	INCONSISTENT	2
ENSG00000251767	NULL	-1
ENSG00000243437	NULL	-1
ENSG00000202263	NULL	-1
ENSG00000199318	NULL	-1
ENSG00000199666	NULL	-1
ENSG00000200601	NULL	-1
ENSG00000242482	NULL	-1
ENSG00000212366	NULL	-1
ENSG00000201620	NULL	-1
ENSG00000206817	NULL	-1
ENSG00000284247	NULL	-1
ENSG00000200839	NULL	-1
ENSG00000264963	NULL	-1
ENSG00000264271	NULL	-1
ENSG00000239504	NULL	-1
ENSG00000284202	NULL	-1
ENSG00000251720	NULL	-1
ENSG00000274321	NULL	-1
ENSG00000198974	NULL	-1
ENSG00000212248	NULL	-1
ENSG00000207962	NULL	-1
ENSG00000276884	NULL	-1
ENSG00000207234	NULL	-1
ENSG00000202259	NULL	-1
ENSG00000212459	NULL	-1
ENSG00000278287	NULL	-1
ENSG00000277565	NULL	-1
ENSG00000263526	NULL	-1
ENSG00000211575	INCONSISTENT	2
ENSG00000275823	NULL	-1
ENSG00000277689	NULL	-1
ENSG00000274199	NULL	-1
ENSG00000202254	NULL	-1
ENSG00000244256	NULL	-1
ENSG00000201491	NULL	-1
ENSG00000199831	NULL	-1
ENSG00000275455	NULL	-1
ENSG00000252162	NULL	-1
ENSG00000272051	NULL	-1
ENSG00000283899	NULL	-1
ENSG00000200800	NULL	-1
ENSG00000207502	NULL	-1
ENSG00000252530	NULL	-1
ENSG00000200536	REPRESSED	1
ENSG00000211543	NULL	-1
ENSG00000252797	NULL	-1
ENSG00000212266	NULL	-1
ENSG00000222209	NULL	-1
ENSG00000277141	NULL	-1
ENSG00000215930	INCONSISTENT	1
ENSG00000238761	NULL	-1
ENSG00000201114	NULL	-1
ENSG00000206679	NULL	-1
ENSG00000264419	NULL	-1
ENSG00000222069	INCONSISTENT	2
ENSG00000199879	SIMPLE_AND	1
ENSG00000252005	NULL	-1
ENSG00000252510	NULL	-1
ENSG00000252830	NULL	-1
ENSG00000239984	NULL	-1
ENSG00000283296	INCONSISTENT	2
ENSG00000252717	NULL	-1
ENSG00000194297	NULL	-1
ENSG00000277313	NULL	-1
ENSG00000207341	NULL	-1
ENSG00000207472	NULL	-1
ENSG00000206880	NULL	-1
ENSG00000252552	INCONSISTENT	1
ENSG00000199849	NULL	-1
ENSG00000252407	NULL	-1
ENSG00000212538	NULL	-1
ENSG00000251813	NULL	-1
ENSG00000207108	NULL	-1
ENSG00000201312	INCONSISTENT	1
ENSG00000202491	NULL	-1
ENSG00000201596	NULL	-1
ENSG00000276839	NULL	-1
ENSG00000207974	INCONSISTENT	1
ENSG00000273629	NULL	-1
ENSG00000201493	NULL	-1
ENSG00000215952	NULL	-1
ENSG00000200139	NULL	-1
ENSG00000283575	NULL	-1
ENSG00000238765	NULL	-1
ENSG00000206659	INCONSISTENT	2
ENSG00000253025	NULL	-1
ENSG00000201544	INCONSISTENT	1
ENSG00000202498	NULL	-1
ENSG00000221545	NULL	-1
ENSG00000252906	NULL	-1
ENSG00000206692	NULL	-1
ENSG00000202329	NULL	-1
ENSG00000242794	NULL	-1
ENSG00000212144	NULL	-1
ENSG00000283340	NULL	-1
ENSG00000252860	REPRESSED	1
ENSG00000252501	NULL	-1
ENSG00000263390	NULL	-1
ENSG00000207181	SIMPLE_AND	1
ENSG00000265744	INCONSISTENT	1
ENSG00000264377	NULL	-1
ENSG00000207149	NULL	-1
ENSG00000283936	NULL	-1
ENSG00000284485	REPRESSED	1
ENSG00000201638	NULL	-1
ENSG00000275213	NULL	-1
ENSG00000239494	NULL	-1
ENSG00000252371	NULL	-1
ENSG00000199442	NULL	-1
ENSG00000200033	NULL	-1
ENSG00000239690	NULL	-1
ENSG00000202184	INCONSISTENT	2
ENSG00000241395	NULL	-1
ENSG00000200982	NULL	-1
ENSG00000275207	NULL	-1
ENSG00000222407	NULL	-1
ENSG00000222986	NULL	-1
ENSG00000265435	NULL	-1
ENSG00000200495	INCONSISTENT	1
ENSG00000202609	NULL	-1
ENSG00000252553	NULL	-1
ENSG00000222240	NULL	-1
ENSG00000212187	NULL	-1
ENSG00000206637	NULL	-1
ENSG00000253097	REPRESSED	1
ENSG00000200036	NULL	-1
ENSG00000201421	INCONSISTENT	1
ENSG00000212610	NULL	-1
ENSG00000252484	INCONSISTENT	1
ENSG00000201944	NULL	-1
ENSG00000200327	NULL	-1
ENSG00000206905	NULL	-1
ENSG00000200972	SIMPLE_OR	0
ENSG00000243051	NULL	-1
ENSG00000252011	NULL	-1
ENSG00000207326	INCONSISTENT	1
ENSG00000212205	REPRESSED	1
ENSG00000274121	NULL	-1
ENSG00000264358	NULL	-1
