gene_id	GM12878_gate_type	GM12878_gene_name	K562_gate_type	gene_name
ENSG00000234779		BNC2-AS1		BNC2-AS1
ENSG00000234780				
ENSG00000234781		LINC01103		LINC01103
ENSG00000234782		TPT1P9		TPT1P9
ENSG00000234784			INCONSISTENT	
ENSG00000234785		EEF1GP5		EEF1GP5
ENSG00000234787		LINC00458		LINC00458
ENSG00000234788		HSPA8P3		HSPA8P3
ENSG00000234791				
ENSG00000234792				
ENSG00000234793				
ENSG00000234795		RFTN1P1		RFTN1P1
ENSG00000234796				
ENSG00000234797		RPS3AP6		RPS3AP6
ENSG00000234800		PCMTD1P3	INCONSISTENT	PCMTD1P3
ENSG00000234801		MORF4		MORF4
ENSG00000234803		FAM197Y2		FAM197Y2
ENSG00000234805			REPRESSED	
ENSG00000234806		RPL26P29		RPL26P29
ENSG00000234810			REPRESSED	
ENSG00000234811			REPRESSED	
ENSG00000234812				
ENSG00000234813				
ENSG00000234814		SVIL2P		SVIL2P
ENSG00000234818				
ENSG00000234819				
ENSG00000234821		MRPS33P4		MRPS33P4
ENSG00000234825		XRCC6P2		XRCC6P2
ENSG00000234826				
ENSG00000234828		IQCM		IQCM
ENSG00000234829		IFNA17		IFNA17
ENSG00000234830		FAM197Y9		FAM197Y9
ENSG00000234835		PHB1P13		PHB1P13
ENSG00000234837				
ENSG00000234838		PPIAP78		PPIAP78
ENSG00000234839		RPS26P30		RPS26P30
ENSG00000234840		LINC01239		LINC01239
ENSG00000234841				
ENSG00000234842		MTCO2P16		MTCO2P16
ENSG00000234844	REPRESSED	CDC42P2		CDC42P2
ENSG00000234848				
ENSG00000234850		MTND2P3		MTND2P3
ENSG00000234851		RPL23AP42		RPL23AP42
ENSG00000234853		NDUFA5P3	INCONSISTENT	NDUFA5P3
ENSG00000234854		LINC00676		LINC00676
ENSG00000234855		SLIT1-AS1	REPRESSED	SLIT1-AS1
ENSG00000234860				
ENSG00000234861		ATP5F1AP1		ATP5F1AP1
ENSG00000234862	INCONSISTENT			
ENSG00000234863				
ENSG00000234864		LINC02632		LINC02632
ENSG00000234865		ADH5P5		ADH5P5
ENSG00000234869		LINC02925	REPRESSED	LINC02925
ENSG00000234872				
ENSG00000234877				
ENSG00000234878		HSPE1P1		HSPE1P1
ENSG00000234880		LINC00163		LINC00163
ENSG00000234881	REPRESSED	PIGFP2		PIGFP2
ENSG00000234882		EIF3EP1		EIF3EP1
ENSG00000234883	SIMPLE_AND	MIR155HG		MIR155HG
ENSG00000234886		MTND5P26		MTND5P26
ENSG00000234888		OFD1P15Y		OFD1P15Y
ENSG00000234889		KPNB1P1		KPNB1P1
ENSG00000234890		HNRNPDLP2		HNRNPDLP2
ENSG00000234891				
ENSG00000234892				
ENSG00000234894				
ENSG00000234895		OR52X1P		OR52X1P
ENSG00000234896		OR7E62P	REPRESSED	OR7E62P
ENSG00000234898		CHEK2P3		CHEK2P3
ENSG00000234899		SOX9-AS1		SOX9-AS1
ENSG00000234900				
ENSG00000234901		MTND6P13		MTND6P13
ENSG00000234902			INCONSISTENT	
ENSG00000234903				
ENSG00000234906		APOC2	INCONSISTENT	APOC2
ENSG00000234907				
ENSG00000234910		IL6RP1		IL6RP1
ENSG00000234913				
ENSG00000234915				
ENSG00000234918				
ENSG00000234919		LINC01827	INCONSISTENT	LINC01827
ENSG00000234922		TSEN15P3		TSEN15P3
ENSG00000234925	SIMPLE_AND	ATP5PDP4		ATP5PDP4
ENSG00000234927		HMGN1P18	INCONSISTENT	HMGN1P18
ENSG00000234928		LINC01659	INCONSISTENT	LINC01659
ENSG00000234929			REPRESSED	
ENSG00000234931		MARK2P15		MARK2P15
ENSG00000234932				
ENSG00000234933	INCONSISTENT	CDC42P1		CDC42P1
ENSG00000234934		MTND5P29		MTND5P29
ENSG00000234937				
ENSG00000234938				
ENSG00000234939		MTND2P18		MTND2P18
ENSG00000234940				
ENSG00000234941				
ENSG00000234942		GRID1-AS1		GRID1-AS1
ENSG00000234943				
ENSG00000234944		LINC02623		LINC02623
ENSG00000234945		GTF3C2-AS1		GTF3C2-AS1
ENSG00000234949		RAB17-DT		RAB17-DT
ENSG00000234950		RBMY2OP		RBMY2OP
ENSG00000234952	REPRESSED	LINC02674		LINC02674
ENSG00000234953				
ENSG00000234958		FABP5P13		FABP5P13
ENSG00000234961				
ENSG00000234962		LINC00700		LINC00700
ENSG00000234964		FABP5P7		FABP5P7
ENSG00000234967			REPRESSED	
ENSG00000234969		AARSD1P1		AARSD1P1
ENSG00000234973		LINC02658		LINC02658
ENSG00000234975		FTH1P2		FTH1P2
ENSG00000234977			REPRESSED	
ENSG00000234979	REPRESSED			
ENSG00000234981		RPL7AP20		RPL7AP20
ENSG00000234982		RPL7AP47		RPL7AP47
ENSG00000234983				
ENSG00000234984		FMO10P		FMO10P
ENSG00000234986				
ENSG00000234988		LINC01849		LINC01849
ENSG00000234993		CUBNP2		CUBNP2
ENSG00000234995		RPS3AP28		RPS3AP28
ENSG00000234997		LINC02966		LINC02966
ENSG00000234998				
ENSG00000235001		EIF4A1P2		EIF4A1P2
ENSG00000235002			REPRESSED	
ENSG00000235004		USP9YP30		USP9YP30
ENSG00000235005				
ENSG00000235008				
ENSG00000235009		LINC01883	REPRESSED	LINC01883
ENSG00000235010		JAKMIP3-AS1	INCONSISTENT	JAKMIP3-AS1
ENSG00000235011				
ENSG00000235012		JCADP1		JCADP1
ENSG00000235013	SIMPLE_AND	COX20P2		COX20P2
ENSG00000235014		REREP2Y		REREP2Y
ENSG00000235015		GEMIN2P1		GEMIN2P1
ENSG00000235018				
ENSG00000235020			REPRESSED	
ENSG00000235021			INCONSISTENT	
ENSG00000235023				
ENSG00000235026		DPP10-AS1		DPP10-AS1
ENSG00000235027		PRADX	INCONSISTENT	PRADX
ENSG00000235028		HMGN1P30		HMGN1P30
ENSG00000235029	BIVALENT	MNX1-AS2		MNX1-AS2
ENSG00000235032		BMP7-AS1		BMP7-AS1
ENSG00000235033		DAAM2-AS1		DAAM2-AS1
ENSG00000235034		C19orf81	INCONSISTENT	C19orf81
ENSG00000235035			INCONSISTENT	
ENSG00000235036				
ENSG00000235038				
ENSG00000235039		MTND6P12		MTND6P12
ENSG00000235040		MTCO3P1		MTCO3P1
ENSG00000235045		RPL7P8		RPL7P8
ENSG00000235047			REPRESSED	
ENSG00000235049		LINC00940		LINC00940
ENSG00000235050		MLIP-AS1		MLIP-AS1
ENSG00000235051	REPRESSED			
ENSG00000235052				
ENSG00000235054		LINC01777		LINC01777
ENSG00000235055				
ENSG00000235056				
ENSG00000235059				
ENSG00000235060		VDAC1P4		VDAC1P4
ENSG00000235061		UBE2V1P7		UBE2V1P7
ENSG00000235062		BCRP5	BIVALENT	BCRP5
ENSG00000235064		SLC25A5P2		SLC25A5P2
ENSG00000235065	REPRESSED	RPL24P2		RPL24P2
ENSG00000235066				
ENSG00000235069				
ENSG00000235070				
ENSG00000235071				
ENSG00000235072	INCONSISTENT	ARNILA		ARNILA
ENSG00000235076		GAPDHP52		GAPDHP52
ENSG00000235077			INCONSISTENT	
ENSG00000235080		MTND5P23		MTND5P23
ENSG00000235081				
ENSG00000235082		SUMO1P3		SUMO1P3
ENSG00000235083				
ENSG00000235085				
ENSG00000235086		FNDC1-IT1		FNDC1-IT1
ENSG00000235088	SIMPLE_OR			
ENSG00000235089				
ENSG00000235091			REPRESSED	
ENSG00000235094				
ENSG00000235095				
ENSG00000235096				
ENSG00000235097		LINC00330		LINC00330
ENSG00000235098		ANKRD65		ANKRD65
ENSG00000235099				
ENSG00000235101	REPRESSED	SETP9		SETP9
ENSG00000235102		ADI1P1		ADI1P1
ENSG00000235105				
ENSG00000235108	BIVALENT	IFNA12P		IFNA12P
ENSG00000235110				
ENSG00000235111				
ENSG00000235112		HSPE1P27		HSPE1P27
ENSG00000235113			REPRESSED	
ENSG00000235115		CHCHD2P8		CHCHD2P8
ENSG00000235118		FAM237A		FAM237A
ENSG00000235120		BSN-AS1		BSN-AS1
ENSG00000235121				
ENSG00000235122				
ENSG00000235123		DSCAM-AS1		DSCAM-AS1
ENSG00000235124		KRT8P17		KRT8P17
ENSG00000235126	INCONSISTENT			
ENSG00000235127				
ENSG00000235128			INCONSISTENT	
ENSG00000235129		FABP7P2		FABP7P2
ENSG00000235131		TP73-AS2		TP73-AS2
ENSG00000235133		RPL35AP22		RPL35AP22
ENSG00000235136		PSMA5P1		PSMA5P1
ENSG00000235137		HSP90AB6P		HSP90AB6P
ENSG00000235138				
ENSG00000235139		LINC03017		LINC03017
ENSG00000235140				
ENSG00000235141		COX6CP17		COX6CP17
ENSG00000235142		LINC02532		LINC02532
ENSG00000235143				
ENSG00000235146				
ENSG00000235147				
ENSG00000235148		HMGB3P23		HMGB3P23
ENSG00000235149				
ENSG00000235150		RCBTB2P1		RCBTB2P1
ENSG00000235152				
ENSG00000235154				
ENSG00000235156		TMEM30CP		TMEM30CP
ENSG00000235158				
ENSG00000235160		LINC02248		LINC02248
ENSG00000235163		RPL7AP81		RPL7AP81
ENSG00000235165		CDK5P1		CDK5P1
ENSG00000235166		LINC01440		LINC01440
ENSG00000235168				
ENSG00000235170		MTND1P31		MTND1P31
ENSG00000235172		LINC01366	INCONSISTENT	LINC01366
ENSG00000235174		RPL39P3		RPL39P3
ENSG00000235175		RPL26P37		RPL26P37
ENSG00000235180		LINC00601		LINC00601
ENSG00000235182				
ENSG00000235183		SRP14P3		SRP14P3
ENSG00000235186				
ENSG00000235190	REPRESSED			
ENSG00000235192	BIVALENT			
ENSG00000235196				
ENSG00000235197	REPRESSED	ZNF33CP		ZNF33CP
ENSG00000235199		CYP2C58P		CYP2C58P
ENSG00000235200		LINC01702		LINC01702
ENSG00000235201		LINC02578		LINC02578
ENSG00000235202		LINC01525	REPRESSED	LINC01525
ENSG00000235203		TBC1D3P3		TBC1D3P3
ENSG00000235205		TATDN2P3		TATDN2P3
ENSG00000235207		TUBBP6		TUBBP6
ENSG00000235208		RPL7AP13		RPL7AP13
ENSG00000235209				
ENSG00000235211		TMSB10P2		TMSB10P2
ENSG00000235213		OR6E1P	INCONSISTENT	OR6E1P
ENSG00000235215				
ENSG00000235217	SIMPLE_OR	TSPY26P		TSPY26P
ENSG00000235218		DNAJC17P1	INCONSISTENT	DNAJC17P1
ENSG00000235219				
ENSG00000235221		LINC00383	INCONSISTENT	LINC00383
ENSG00000235224				
ENSG00000235225		RPL31P17		RPL31P17
ENSG00000235226				
ENSG00000235227		VN1R38P		VN1R38P
ENSG00000235232		MRPS18BP2		MRPS18BP2
ENSG00000235235		IGKV1OR2-1		IGKV1OR2-1
ENSG00000235236				
ENSG00000235237	INCONSISTENT			
ENSG00000235238	INCONSISTENT	SUMO2P1		SUMO2P1
ENSG00000235239	REPRESSED	ACTRT1P1		ACTRT1P1
ENSG00000235240				
ENSG00000235241				
ENSG00000235242				
ENSG00000235243			INCONSISTENT	
ENSG00000235244	SIMPLE_OR	DANT2		DANT2
ENSG00000235246				
ENSG00000235248		OR13C1P		OR13C1P
ENSG00000235251	COMPLEX			
ENSG00000235253		EEF1A1P50		EEF1A1P50
ENSG00000235254		TMEM185AP1		TMEM185AP1
ENSG00000235256		FKBP4P7		FKBP4P7
ENSG00000235258		NDUFB4P6		NDUFB4P6
ENSG00000235262		KDM5C-IT1		KDM5C-IT1
ENSG00000235263			REPRESSED	
ENSG00000235264		RPL5P28	INCONSISTENT	RPL5P28
ENSG00000235266		RPL22P17		RPL22P17
ENSG00000235267				
ENSG00000235268		KDM4E		KDM4E
ENSG00000235269		LINC02331		LINC02331
ENSG00000235271	REPRESSED			
ENSG00000235272	SIMPLE_OR	RAMACL		RAMACL
ENSG00000235274				
ENSG00000235275		KRT18P16		KRT18P16
ENSG00000235277				
ENSG00000235278		ZNF652P1		ZNF652P1
ENSG00000235279				
ENSG00000235280		MCF2L-AS1		MCF2L-AS1
ENSG00000235281			REPRESSED	
ENSG00000235282		DYNLL1P3		DYNLL1P3
ENSG00000235284		SNORD62A		SNORD62A
ENSG00000235285		SMIM2-IT1		SMIM2-IT1
ENSG00000235286				
ENSG00000235288				
ENSG00000235289	REPRESSED	BRD7P6		BRD7P6
ENSG00000235290		HLA-W		HLA-W
ENSG00000235292	REPRESSED			
ENSG00000235293				
ENSG00000235294		RPL7AP25		RPL7AP25
ENSG00000235295		LINC01634		LINC01634
ENSG00000235296				
ENSG00000235297		FAUP1	REPRESSED	FAUP1
ENSG00000235298	INCONSISTENT	HNRNPK-AS1		HNRNPK-AS1
ENSG00000235300	INCONSISTENT	SKAP1-AS2		SKAP1-AS2
ENSG00000235303				
ENSG00000235304		LINC01281		LINC01281
ENSG00000235306		GAPDHP34		GAPDHP34
ENSG00000235308				
ENSG00000235310		GXYLT1P6		GXYLT1P6
ENSG00000235312		KRTAP19-10P		KRTAP19-10P
ENSG00000235313		HM13-IT1	INCONSISTENT	HM13-IT1
ENSG00000235315		RPL23AP69		RPL23AP69
ENSG00000235318		MTND4LP13		MTND4LP13
ENSG00000235319	INCONSISTENT			
ENSG00000235321				
ENSG00000235323		COTL1P2		COTL1P2
ENSG00000235325		SRSF3P5		SRSF3P5
ENSG00000235328				
ENSG00000235329				
ENSG00000235330		RPL12P25		RPL12P25
ENSG00000235332		RPSAP76		RPSAP76
ENSG00000235333		PVRIG2P		PVRIG2P
ENSG00000235334		BTG3P1		BTG3P1
ENSG00000235335		B3GALT1-AS1	SIMPLE_AND	B3GALT1-AS1
ENSG00000235337				
ENSG00000235338		DUSP5P2	REPRESSED	DUSP5P2
ENSG00000235339		GEMIN2P2		GEMIN2P2
ENSG00000235343		LINC01665	REPRESSED	LINC01665
ENSG00000235347	REPRESSED			
ENSG00000235349				
ENSG00000235350			INCONSISTENT	
ENSG00000235351				
ENSG00000235352		SGCEP1		SGCEP1
ENSG00000235356				
ENSG00000235357		LINC01621		LINC01621
ENSG00000235366	SIMPLE_AND	LINC01055		LINC01055
ENSG00000235368		SAPCD2P2		SAPCD2P2
ENSG00000235369		RPL36AP15		RPL36AP15
ENSG00000235370		DNM1P51		DNM1P51
ENSG00000235371				
ENSG00000235376		RPEL1		RPEL1
ENSG00000235377				
ENSG00000235378		MRPS10P1		MRPS10P1
ENSG00000235379		RPL7P31		RPL7P31
ENSG00000235381				
ENSG00000235382		MTND4P31		MTND4P31
ENSG00000235385		LINC02154	INCONSISTENT	LINC02154
ENSG00000235386			REPRESSED	
ENSG00000235387		SPAAR		SPAAR
ENSG00000235389				
ENSG00000235390				
ENSG00000235399	REPRESSED			
ENSG00000235400				
ENSG00000235403				
ENSG00000235407		CYMP-AS1		CYMP-AS1
ENSG00000235408		SNORA71B	SIMPLE_OR	SNORA71B
ENSG00000235410				
ENSG00000235411		DRG1P1		DRG1P1
ENSG00000235412		TTTY4B		TTTY4B
ENSG00000235413		KRT18P63		KRT18P63
ENSG00000235414		RPSAP24		RPSAP24
ENSG00000235416		TIPINP1		TIPINP1
ENSG00000235419	INCONSISTENT			
ENSG00000235420		RPL29P30	REPRESSED	RPL29P30
ENSG00000235421				
ENSG00000235422		KATNBL1P3		KATNBL1P3
ENSG00000235424		SUMO2P10		SUMO2P10
ENSG00000235425		RPS7P13		RPS7P13
ENSG00000235426				
ENSG00000235427				
ENSG00000235429				
ENSG00000235430		ZSWIM5P1		ZSWIM5P1
ENSG00000235431				
ENSG00000235432			REPRESSED	
ENSG00000235433		MTATP6P17		MTATP6P17
ENSG00000235434		RNF186-AS1	REPRESSED	RNF186-AS1
ENSG00000235435				
ENSG00000235436		DPY19L2P4		DPY19L2P4
ENSG00000235438		ESRRAP2		ESRRAP2
ENSG00000235440	REPRESSED	RPS2P15		RPS2P15
ENSG00000235444		PSMB3P2		PSMB3P2
ENSG00000235445				
ENSG00000235446		LINC02791		LINC02791
ENSG00000235447		TRAPPC13P1		TRAPPC13P1
ENSG00000235448		LURAP1L-AS1		LURAP1L-AS1
ENSG00000235449				
ENSG00000235450			INCONSISTENT	
ENSG00000235451		PNPLA4P1		PNPLA4P1
ENSG00000235454		HAUS6P3		HAUS6P3
ENSG00000235455		IQCF5-AS1	REPRESSED	IQCF5-AS1
ENSG00000235459		RPS26P31		RPS26P31
ENSG00000235461				
ENSG00000235462		TAB3P1		TAB3P1
ENSG00000235463			INCONSISTENT	
ENSG00000235464				
ENSG00000235467		RPL10AP5		RPL10AP5
ENSG00000235469		MRPL50P4		MRPL50P4
ENSG00000235472		EIF4A1P7		EIF4A1P7
ENSG00000235479		RAB9AP4		RAB9AP4
ENSG00000235482		RPL21P135	REPRESSED	RPL21P135
ENSG00000235483		GYG2-AS1		GYG2-AS1
ENSG00000235485				
ENSG00000235486		ANAPC1P6		ANAPC1P6
ENSG00000235489		DBF4P1		DBF4P1
ENSG00000235491		LINC01889		LINC01889
ENSG00000235492		LINC01221		LINC01221
ENSG00000235493		LINC01967		LINC01967
ENSG00000235495				
ENSG00000235497	INCONSISTENT	LINC02923		LINC02923
ENSG00000235500		SNX19P2		SNX19P2
ENSG00000235501	INCONSISTENT	CNN3-DT		CNN3-DT
ENSG00000235503				
ENSG00000235505		CASP4LP		CASP4LP
ENSG00000235508		RPS2P7		RPS2P7
ENSG00000235510				
ENSG00000235511		OFD1P18Y		OFD1P18Y
ENSG00000235512		TAB3-AS2		TAB3-AS2
ENSG00000235513		L3MBTL2-AS1		L3MBTL2-AS1
ENSG00000235514		LLPHP2		LLPHP2
ENSG00000235518	REPRESSED			
ENSG00000235519		LINC01815		LINC01815
ENSG00000235521		USP9YP27		USP9YP27
ENSG00000235522				
ENSG00000235523				
ENSG00000235524		MTCO1P23		MTCO1P23
ENSG00000235525		FTLP1		FTLP1
ENSG00000235526			REPRESSED	
ENSG00000235529		AGAP1-IT1		AGAP1-IT1
ENSG00000235531	SIMPLE_OR	MSC-AS1		MSC-AS1
ENSG00000235532		LINC00402		LINC00402
ENSG00000235533				
ENSG00000235534		FECHP1		FECHP1
ENSG00000235535		TRDN-AS1		TRDN-AS1
ENSG00000235537				
ENSG00000235538			REPRESSED	
ENSG00000235539		MTND1P33		MTND1P33
ENSG00000235544		RPS11P1		RPS11P1
ENSG00000235546				
ENSG00000235547		NDUFB11P1		NDUFB11P1
ENSG00000235548		HEBP2P1		HEBP2P1
ENSG00000235549		EIF1P2	INCONSISTENT	EIF1P2
ENSG00000235550		ANKRD26P2		ANKRD26P2
ENSG00000235552		RPL6P27		RPL6P27
ENSG00000235554	REPRESSED	SRSF6P2		SRSF6P2
ENSG00000235555		SUMO1P4		SUMO1P4
ENSG00000235558		GUSBP17		GUSBP17
ENSG00000235559		NOP56P1	INCONSISTENT	NOP56P1
ENSG00000235563				
ENSG00000235564				
ENSG00000235568		NFAM1		NFAM1
ENSG00000235571		SNX18P14		SNX18P14
ENSG00000235573	REPRESSED			
ENSG00000235574				
ENSG00000235576	INCONSISTENT	LINC01871		LINC01871
ENSG00000235578				
ENSG00000235579	REPRESSED	RPL38P5		RPL38P5
ENSG00000235581				
ENSG00000235582				
ENSG00000235583				
ENSG00000235584				
ENSG00000235587		GAPDHP65		GAPDHP65
ENSG00000235592				
ENSG00000235593		RBMS3-AS1		RBMS3-AS1
ENSG00000235594				
ENSG00000235595		GAPDHP23		GAPDHP23
ENSG00000235597		LINC01102		LINC01102
ENSG00000235598		RRM2P4		RRM2P4
ENSG00000235601	REPRESSED	BARX1-DT		BARX1-DT
ENSG00000235602		POU5F1P3		POU5F1P3
ENSG00000235605	INCONSISTENT			
ENSG00000235606		AK4P6		AK4P6
ENSG00000235608		NKX1-1		NKX1-1
ENSG00000235609				
ENSG00000235610				
ENSG00000235612				
ENSG00000235613		NSRP1P1		NSRP1P1
ENSG00000235615				
ENSG00000235616		ST13P2		ST13P2
ENSG00000235617	INCONSISTENT			
ENSG00000235618		FAM21EP		FAM21EP
ENSG00000235619		RPL36AP33		RPL36AP33
ENSG00000235620	INCONSISTENT			
ENSG00000235621	SIMPLE_AND	LINC00494		LINC00494
ENSG00000235623		OR7E110P		OR7E110P
ENSG00000235625				
ENSG00000235626		KRT18P66		KRT18P66
ENSG00000235627		SNRPFP4		SNRPFP4
ENSG00000235628	REPRESSED	TNR-IT1		TNR-IT1
ENSG00000235631		RNF148		RNF148
ENSG00000235635				
ENSG00000235636	SIMPLE_OR	NUS1P1		NUS1P1
ENSG00000235637				
ENSG00000235638		MTND6P14	REPRESSED	MTND6P14
ENSG00000235639				
ENSG00000235640		ELOAP1		ELOAP1
ENSG00000235641		LINC00484		LINC00484
ENSG00000235642		PTP4A1P5		PTP4A1P5
ENSG00000235643		LINC01647		LINC01647
ENSG00000235644		RPL10P5		RPL10P5
ENSG00000235645		LINC02651	REPRESSED	LINC02651
ENSG00000235646		MTND1P2		MTND1P2
ENSG00000235647		MTFR2P2	INCONSISTENT	MTFR2P2
ENSG00000235649		MXRA5Y		MXRA5Y
ENSG00000235651		G3BP1P1		G3BP1P1
ENSG00000235652		EPM2A-DT		EPM2A-DT
ENSG00000235653				
ENSG00000235655		H3P6		H3P6
ENSG00000235656		RPL36P18		RPL36P18
ENSG00000235659				
ENSG00000235660		LINC00345		LINC00345
ENSG00000235661		MIR670HG		MIR670HG
ENSG00000235663		SAPCD1-AS1		SAPCD1-AS1
ENSG00000235669		CHN2-AS1		CHN2-AS1
ENSG00000235670		RPL21P40		RPL21P40
ENSG00000235672				
ENSG00000235673				
ENSG00000235674		LDHAP2	REPRESSED	LDHAP2
ENSG00000235677		NPM1P26		NPM1P26
ENSG00000235678		OR5AN2P		OR5AN2P
ENSG00000235679				
ENSG00000235683				
ENSG00000235685				
ENSG00000235686	REPRESSED	PPIAP20		PPIAP20
ENSG00000235687		LINC00993		LINC00993
ENSG00000235688		SNTG2-AS1	BIVALENT	SNTG2-AS1
ENSG00000235689			INCONSISTENT	
ENSG00000235690		CUBNP3		CUBNP3
ENSG00000235695		HIGD2AP2		HIGD2AP2
ENSG00000235698		PA2G4P2		PA2G4P2
ENSG00000235699		CXorf51B		CXorf51B
ENSG00000235700		CYCSP52		CYCSP52
ENSG00000235701		PCBP2P1		PCBP2P1
ENSG00000235705				
ENSG00000235707				
ENSG00000235710		TRIM67-AS1	REPRESSED	TRIM67-AS1
ENSG00000235713				
ENSG00000235716		KRT18P46		KRT18P46
ENSG00000235717		DPP10-AS2		DPP10-AS2
ENSG00000235718		MFRP		MFRP
ENSG00000235720		GABPAP		GABPAP
ENSG00000235721				
ENSG00000235725	REPRESSED	LINC03050		LINC03050
ENSG00000235726				
ENSG00000235728				
ENSG00000235729				
ENSG00000235730		OR2AF1P		OR2AF1P
ENSG00000235731		LINC02250		LINC02250
ENSG00000235734	INCONSISTENT	HMGN1P36		HMGN1P36
ENSG00000235735		RPL7AP72		RPL7AP72
ENSG00000235736				
ENSG00000235737		TRIM60P19		TRIM60P19
ENSG00000235738				
ENSG00000235740		PHACTR2-AS1		PHACTR2-AS1
ENSG00000235741		LINC02784	REPRESSED	LINC02784
ENSG00000235742				
ENSG00000235743				
ENSG00000235746		CTBP2P2		CTBP2P2
ENSG00000235748	SIMPLE_OR	SEPTIN14P12		SEPTIN14P12
ENSG00000235749	REPRESSED			
ENSG00000235756				
ENSG00000235759		ARHGAP42P3		ARHGAP42P3
ENSG00000235760		MSH2-OT1	REPRESSED	MSH2-OT1
ENSG00000235761		MTCO3P46	REPRESSED	MTCO3P46
ENSG00000235763		SNRPGP5		SNRPGP5
ENSG00000235768		BRD7P5		BRD7P5
ENSG00000235770		LINC00607		LINC00607
ENSG00000235772				
ENSG00000235774			INCONSISTENT	
ENSG00000235775				
ENSG00000235776		RPL7AP70		RPL7AP70
ENSG00000235777		DPYD-AS2		DPYD-AS2
ENSG00000235778				
ENSG00000235779			REPRESSED	
ENSG00000235780		USP17L27		USP17L27
ENSG00000235782				
ENSG00000235784		HNRNPA1P29		HNRNPA1P29
ENSG00000235785	REPRESSED			
ENSG00000235786		ZNRF3-IT1		ZNRF3-IT1
ENSG00000235787		RPL35AP8		RPL35AP8
ENSG00000235794		MTND3P21		MTND3P21
ENSG00000235795				
ENSG00000235797			REPRESSED	
ENSG00000235803		MTCO2P23		MTCO2P23
ENSG00000235804				
ENSG00000235806			INCONSISTENT	
ENSG00000235808		MYL6P2		MYL6P2
ENSG00000235810				
ENSG00000235811				
ENSG00000235812		ADAM21P1		ADAM21P1
ENSG00000235813				
ENSG00000235815				
ENSG00000235816		PRELID1P3		PRELID1P3
ENSG00000235817				
ENSG00000235818		VN1R17P		VN1R17P
ENSG00000235819				
ENSG00000235820			INCONSISTENT	
ENSG00000235824		LINC00837		LINC00837
ENSG00000235827		TUBB8P9		TUBB8P9
ENSG00000235828		RPL36AP26		RPL36AP26
ENSG00000235829		TBCAP2	REPRESSED	TBCAP2
ENSG00000235832		CNN2P3		CNN2P3
ENSG00000235833				
ENSG00000235834				
ENSG00000235836		KIF3AP1		KIF3AP1
ENSG00000235837			INCONSISTENT	
ENSG00000235838		HSP90AB7P		HSP90AB7P
ENSG00000235843				
ENSG00000235845			REPRESSED	
ENSG00000235847		LDHAP7		LDHAP7
ENSG00000235848	SIMPLE_AND	RMDN2-AS1		RMDN2-AS1
ENSG00000235849		HS6ST2-AS1		HS6ST2-AS1
ENSG00000235855		OR7E145P		OR7E145P
ENSG00000235857		CTBP2P1		CTBP2P1
ENSG00000235858				
ENSG00000235859				
ENSG00000235861				
ENSG00000235862			REPRESSED	
ENSG00000235864		HSPA8P6		HSPA8P6
ENSG00000235865		GSN-AS1	INCONSISTENT	GSN-AS1
ENSG00000235868		GAPDHP31		GAPDHP31
ENSG00000235869				
ENSG00000235871				
ENSG00000235872				
ENSG00000235876		FEM1AP4		FEM1AP4
ENSG00000235879		FAR1P1	REPRESSED	FAR1P1
ENSG00000235881				
ENSG00000235885		LINC01828		LINC01828
ENSG00000235886				
ENSG00000235887		LINC02799		LINC02799
ENSG00000235888		LINC02940	REPRESSED	LINC02940
ENSG00000235892		PKMP2		PKMP2
ENSG00000235893				
ENSG00000235895				
ENSG00000235899		LINC01564	INCONSISTENT	LINC01564
ENSG00000235901	REPRESSED			
ENSG00000235902				
ENSG00000235904		RBMS3-AS3		RBMS3-AS3
ENSG00000235907				
ENSG00000235908		RHOA-IT1		RHOA-IT1
ENSG00000235911				
ENSG00000235914		MACROD2-AS1		MACROD2-AS1
ENSG00000235916		MRPS18CP7		MRPS18CP7
ENSG00000235917		MTCO2P11		MTCO2P11
ENSG00000235920		THRAP3P3		THRAP3P3
ENSG00000235922				
ENSG00000235926		RPS29P15		RPS29P15
ENSG00000235927		NEXN-AS1	INCONSISTENT	NEXN-AS1
ENSG00000235929		TPT1P14		TPT1P14
ENSG00000235930	REPRESSED	HSPE1P12		HSPE1P12
ENSG00000235931		LINC01553		LINC01553
ENSG00000235932				
ENSG00000235933		LINC01779		LINC01779
ENSG00000235937		RPL21P30		RPL21P30
ENSG00000235939				
ENSG00000235940		MTND1P21		MTND1P21
ENSG00000235942		LCE6A		LCE6A
ENSG00000235943	REPRESSED	TMEM212-IT1		TMEM212-IT1
ENSG00000235945			INCONSISTENT	
ENSG00000235946		H2BW3P		H2BW3P
ENSG00000235947	SIMPLE_AND	EGOT		EGOT
ENSG00000235951				
ENSG00000235955		CICP20		CICP20
ENSG00000235957		COX7CP1		COX7CP1
ENSG00000235958		UBOX5-AS1		UBOX5-AS1
ENSG00000235959				
ENSG00000235961		PNMA6A		PNMA6A
ENSG00000235962		RPL7AP53	REPRESSED	RPL7AP53
ENSG00000235963		MCCD1P1		MCCD1P1
ENSG00000235965				
ENSG00000235967		COX5BP3		COX5BP3
ENSG00000235968		FBXL12P1	REPRESSED	FBXL12P1
ENSG00000235969		CHEK2P4		CHEK2P4
ENSG00000235972			REPRESSED	
ENSG00000235974		VN2R19P		VN2R19P
